PAGARIYA SUPER SHOPEE|||||||||||||
Kot Bazar, DHARANGAON|||||||||||||
ITEM Amount wise Stock Statement From Date 29/01/2026 To 29/01/2026|||||||||||||
Item Name|Size|MRP|Op.Stock|Op.Amt.|Stock In|In Amt.|Stock Out|Out Amt.|Cl.Stock|Cl. Amt.|Profit/Loss|G.P.%|Closing Rate
SARASWATI NEW GHEE COW 1L|1L|0|1|375|||||1|375|||375
SARASWATI RAJBHOG|500 GM|0|2|238.1|||||2|238.1|||119.05
SARGAM POWDER|1 KG|0|6|295.31|||||6|295.31|||49.2183333333333
SARGAM POWDER|3 KG|0|2|427.12|||||2|427.12|||213.56
SARGAM POWDER|POUCH|0|18||||||18||||0
SARGAM SOAP|220 GM|10|40|280.13|||||40|280.13|||7.00325
SARGAM WHITE SOAP|190GM|0|2|14.41|||||2|14.41|||7.205
SARVAM CHILLY POWDER|1 KG|0|7|1400|||||7|1400|||200
SARVAM CHILLY POWDER|200 GM|0|8|254.48|||||8|254.48|||31.81
SARVAM CHILLY POWDER|200 GM|0|61|2440|||||61|2440|||40
SARVAM CHILLY POWDER|500 GM|0|9|707.18|||||9|707.18|||78.5755555555556
SARVAM CHILLY POWDER|500 GM|0|41|4100|||||41|4100|||100
SATHI 320PAGES NOTE BOOK|320|0|48||||||48||||0
SATHI 400PAGES|400|0|4|295.98|||||4|295.98|||73.995
SATIYA RICE|1 KG|0|81.3|3073.95|||||81.3|3073.95|||37.809963099631
SAUMYA EYE DROP|10 ML|0|4|102.36|||||4|102.36|||25.59
SAUNDARYA BODY LOTION|100 ML|0|1|75.33|||||1|75.33|||75.33
SAVAGI 1KG|1KG|0|1.98|495|||||1.98|495|||250
SAVAI CHIKAN BIRAYANI MASALA|POUCH|0|5|110.67|||||5|110.67|||22.134
SAVAI CHIKAN RASSA|POUCH|0|7|154.93|||||7|154.93|||22.1328571428571
SAVAI KOLAPURI TECHA|100 GM|0|13|309.4|||||13|309.4|||23.8
SAVAI MISAL RASSA|POUCH|0|5|110.67|||||5|110.67|||22.134
SAVAI MUTON BIRYANI|POUCH|0|||||||||||65535
SAVAI ROASTED|110GM|0|11|146.72|||||11|146.72|||13.3381818181818
SAVAI SEV BHAJI MASALA|POUCH|0|5|110.67|||||5|110.67|||22.134
SAVAI VEG BIRAYANI|POUCH|0|1|22.14|||||1|22.14|||22.14
SAVAI VEG BIRAYANI|POUCH|0|5|110.67|||||5|110.67|||22.134
SAVITRI KASTURI|100 GM|0|13.5|450|||||13.5|450|||33.3333333333333
SAVITRI PINEAPPLE|100 GM|0|12.5|416.67|||||12.5|416.67|||33.3336
SAVITRI SAFFRON SANDAL|100 GM|0|11|366.67|||||11|366.67|||33.3336363636364
SAVITRI STICK COMBO|1|0|135||||||135||||0
SAVLON DEEP CLEAN HANDWASH|175 ML|0|3|71.73|||1|34.29|2|47.82|10.38|30.2712|23.91
SAVLON DEEP CLEAN HANDWASH|725 ML|0|||||||||||65535
SAVLON GENTAL|75GM*3|0|6|517.31|||||6|517.31|||86.2183333333333
SAVLON HANDWASH|750 ML|0|2|146.49|||1|79.7|1|73.24|6.45|8.0928|73.24
SAVLON HANDWASH|80 ML|0|3|57.2|||||3|57.2|||19.0666666666667
SAVLON HANDWASH|POUCH|0|6|217.52|||||6|217.52|||36.2533333333333
SAVLON HANDWASH POUCH|750 ML|0|3|219.73|||||3|219.73|||73.2433333333333
SAVLON HANDWASH POUCH|POUCH|0|11|73.73|||||11|73.73|||6.70272727272727
SAVLON HEXA BODY WASH|100 ML|0|1|45.31|||||1|45.31|||45.31
SAVLON LIQUID|100 ML|0|1|38.83|||||1|38.83|||38.83
SAVLON LIQUID|50 ML|0|1|18.66|||||1|18.66|||18.66
SAVLON MULTIPURPOSE|500 ML|0|8||||||8||||0
SAVLON SOAP|125*4gm|135|||||||||||65535
SAWRIYA RICE|1KG|0|-16.412|-828.81|||||-16.412|-828.81|||50.5002437241043
SC 11|1 PCS|0|1|320|||||1|320|||320
SC 19|1 PCS|0|1|200|||||1|200|||200
SC 21|1 PCS|0|1|320|||||1|320|||320
SC 22|1 PCS|0|1|200|||||1|200|||200
SC 29|1 PCS|0|2|140|||||2|140|||70
SC1|1 PCS|0|1|110|||||1|110|||110
SCALE 15 CM|1 PCS|0|29|92.16|||||29|92.16|||3.17793103448276
SCALE 5||0|3|9.45|||||3|9.45|||3.15
SCHEZWAN CHUTNEY|100 GM|0|7|118.79|||||7|118.79|||16.97
SCHEZWAN CHUTNEY|145 GM|0|2|67.42|||||2|67.42|||33.71
SCHEZWAN CHUTNEY|250 GM|0|1|50.9|||||1|50.9|||50.9
SCHEZWAN CHUTNEY|40 GM|0|9|62.97|||||9|62.97|||6.99666666666667
SCHEZWAN SAUCE|200 GM|0|8|381.08|||||8|381.08|||47.635
SCHOOL BAG||0|10|21881.02|||||10|21881.02|||2188.102
SCHOOL BAG|1|0|288|77400|||||288|77400|||268.75
SCHOOL BAG 1|1 PCS|0|7||||||7||||0
SCHOOL BAG 10||0|4||||||4||||0
SCHOOL BAG 11||0|6||||||6||||0
SCHOOL BAG 13||0|1|583.33|||||1|583.33|||583.33
SCHOOL BAG 14||0|3|1850|||||3|1850|||616.666666666667
SCHOOL BAG 2|1 PCS|0|2||||||2||||0
SCHOOL BAG 3|1 PCS|0|-1||||||-1||||0
SCHOOL BAG 4||0|1|290|||||1|290|||290
SCHOOL BAG 5|1 PCS|0|2||||||2||||0
SCHOOL BAG 51|1 PCS|0|2||||||2||||0
SCHOOL BAG 52|1 PCS|0|1||||||1||||0
SCHOOL BAG 53|1 PCS|0|2||||||2||||0
SCHOOL BAG 54|1 PCS|0|1||||||1||||0
SCHOOL BAG 55|1 PCS|0|1||||||1||||0
SCHOOL BAG 56|1 PCS|0|1||||||1||||0
SCHOOL BAG 57|1 PCS|0|3||||||3||||0
SCHOOL BAG 58|1 PCS|0|1||||||1||||0
SCHOOL BAG 59|1 PCS|0|1||||||1||||0
SCHOOL BAG 6||0|2||||||2||||0
SCHOOL BAG 61|1 PCS|0|2||||||2||||0
SCHOOL BAG 62|1 PCS|0|1||||||1||||0
SCHOOL BAG 63|1 PCS|0|3||||||3||||0
SCHOOL BAG 65|1PCS|0|6||||||6||||0
SCHOOL BAG 66|1 PCS|0|1|1383.33|||||1|1383.33|||1383.33
SCHOOL BAG 67|1 PCS|0|5||||||5||||0
SCHOOL BAG 7||0|3|570|||||3|570|||190
SCHOOL BAG 8||0|3||||||3||||0
SCHOOL BAG 9||0|2||||||2||||0
SCHOOL BAG K 17||0|4|560|||||4|560|||140
SCHOOL BAG K 45||0|6|2220|||||6|2220|||370
SCHOOL BAG K11||0|1|210|||||1|210|||210
SCHOOL BAG K14||0|1|60|||||1|60|||60
SCHOOL BAG K15||0|-1|-70|||||-1|-70|||70
SCHOOL BAG K18||0|1|135|||||1|135|||135
SCHOOL BAG K2||0|1|190|||||1|190|||190
SCHOOL BAG K20||0|3|390|||||3|390|||130
SCHOOL BAG K22||0|3|165|||||3|165|||55
SCHOOL BAG K24||0|1|160|||||1|160|||160
SCHOOL BAG K25||0|1||||||1||||0
SCHOOL BAG K26||0|1||||||1||||0
SCHOOL BAG K27||0|5|1400|||||5|1400|||280
SCHOOL BAG K28||0|1|170|||||1|170|||170
SCHOOL BAG K33||0|1||||||1||||0
SCHOOL BAG K34||0|1|300|||||1|300|||300
SCHOOL BAG K36||0|2|740|||||2|740|||370
SCHOOL BAG K38||0|6|2220|||||6|2220|||370
SCHOOL BAG K39||0|4||||||4||||0
SCHOOL BAG K40||0|1||||||1||||0
SCHOOL BAG K41||0|2|360|||||2|360|||180
SCHOOL BAG K43||0|6|840|||||6|840|||140
SCHOOL BAG K44||0|4||||||4||||0
SCHOOL BAG K48||0|1|300|||||1|300|||300
SCHOOL BAG K49||0|3||||||3||||0
SCHOOL BAG K9||0|1|350|||||1|350|||350
SCHOOL BAGK47||0|2||||||2||||0
SCHOOL PICNIC PENCIL BOX|1  PCS|0|2|133.94|||||2|133.94|||66.97
SCISSORS|1 PCS|0|1|21.2|||||1|21.2|||21.2
SCOTCH BITE RS 20|1|0|12|123|||||12|123|||10.25
SCOTISH BASKET 1|1|0|3|54.41|||||3|54.41|||18.1366666666667
SCOTTISH BASKET|1|0|1|57.97|||||1|57.97|||57.97
SECRET BODY LOTION|100 ML|0|1|46.14|||||1|46.14|||46.14
SECRET DEO|120 ML|0|2|248.88|||||2|248.88|||124.44
SECRET TEMPTATION BODY LOTION|100 ML|0|3|138.43|||||3|138.43|||46.1433333333333
SECRET TEMPTATION POWDER|100 GM|0|3|108.74|||||3|108.74|||36.2466666666667
SECRET TEMPTATION POWDER|50 GM|0|2|89.82|||||2|89.82|||44.91
SEHEZWAN FRIED MASALA|POUCH|0|2|14.28|||||2|14.28|||7.14
SEMI BUCLET|1|0|6|196.5|||||6|196.5|||32.75
SENDHA SALT|1KG|0|-1.8|-28.8|||||-1.8|-28.8|||16
SENORITA 800||0|2|162|||||2|162|||81
SENSODYNE BRUSH|1PC|50|11|354.98|||||11|354.98|||32.2709090909091
SENSODYNE BRUSH|2+1 FREE|0|11|829.86|||||11|829.86|||75.4418181818182
SENSODYNE BRUSH|4 PCS|0|||||||||||65535
SENSODYNE DAILY CARE|1|0|8|177.82|||||8|177.82|||22.2275
SENSODYNE DEEP CLEAN|70 GM|0|||||||||||65535
SENSODYNE FRESH GEL||0|3|215.58|||||3|215.58|||71.86
SENSODYNE FRESH GEL|150 GM|0|5|927.55|||||5|927.55|||185.51
SENSODYNE FRESH MINT|150 GM|0|7|1298.57|||||7|1298.57|||185.51
SENSODYNE FRESH MINT|40 GM|0|||||||||||65535
SENSODYNE PASTE F GEL|80GM|100|3|317.61|||||3|317.61|||105.87
SENSODYNE PASTE MINT|40GM|60|5|371.77|||||5|371.77|||74.354
SENSODYNE PASTE MINT|80GM|100|4|423.48|||||4|423.48|||105.87
SENSODYNE RAPID RELIF|40 GM|0|4|357.56|||||4|357.56|||89.39
SENSODYNE RAPID RELIF|80 GM|0|6|954.06|||||6|954.06|||159.01
SENSODYNE SENSITIVE BRUSH|1|0|6|228.2|||||6|228.2|||38.0333333333333
SET WET DEO|20 ML|0|5|188.75|||||5|188.75|||37.75
SET WET GEL|10 ML|0|20|140.1|||||20|140.1|||7.005
SET WET GEL WET LOOK 50ML|50 ML|0|7|265.52|||||7|265.52|||37.9314285714286
SEV BHAJI MASALA|12 GM|0|86|642.21|||||86|642.21|||7.46755813953488
SEV MASALA|50 GM|0|70|1715|||||70|1715|||24.5
SEV SABJI MIX|POUCH|0|4|125|||||4|125|||31.25
SEVAE|500GM|0|3|84.01|||||3|84.01|||28.0033333333333
SEWAIYAN|110GM|0|1|14.93|||||1|14.93|||14.93
SEWAIYAN|110GM|0|1|15.23|||||1|15.23|||15.23
SF DARK F CHOCOFILLS|75GM|30|1|30.5|||||1|30.5|||30.5
SF DELISHUS NUT COOKIES|60GM|30|-1|-22.42|||||-1|-22.42|||22.42
SF DREAM CH0 & VAN|60GM|10|1|7.4|||||1|7.4|||7.4
SF MARIE LIGHT|100GM|10|56|426.72|||||56|426.72|||7.62
SF MARIE LIGHT|200GM|20|3|45.75|||||3|45.75|||15.25
SF MOMS MAGIC CASHEW&ALM BIS|66GM|10|10|77.3|||||10|77.3|||7.73
SF SNACKY|64GM|10|2|15.24|||||2|15.24|||7.62
SF YIPPEE M/M NOODLES|70GM|10|9|73.89|||||9|73.89|||8.21
SF YIPPEE TRICOL PASTA MASALA|70GM|25|3|29.28|||||3|29.28|||9.76
SHAGUN BATH LOOFA|1 PCS|0|2|67.79|||||2|67.79|||33.895
SHAGUN KITCHEN WIPER|1 PCS|0|1|21.19|||||1|21.19|||21.19
SHAHI BIRYANI|10 GM|0|2|10.46|||||2|10.46|||5.23
SHAHI KESAR|750 ML|0|||||||||||65535
SHAHI KULFI|50 ML|0|4|67.8|||||4|67.8|||16.95
SHAHI KULFI|50 ML|0|1|13.56|||||1|13.56|||13.56
SHAHI PANEER MASALA|POUCH|0|9||||||9||||0
SHAKER PALE|250 GM|0|13|520|||||13|520|||40
SHAKTI AQUA FRESH|450 ML|0|16|650.85|||||16|650.85|||40.678125
SHAKTI TAMRIND|1 KG|0|-0.165||||||-0.165||||0
SHAKTI TAMRIND|500 GM|0|0.4|18|||||0.4|18|||45
SHAMPOO HAIR COLOUR|1 POUCH|0|11|124.62|||||11|124.62|||11.3290909090909
SHAN KHUTI|1|0|1|25.42|||||1|25.42|||25.42
SHANKARPALI|200 GM|0|9|274.28|||||9|274.28|||30.4755555555556
SHANKER PALE|200 GM|0|16|414.27|||||16|414.27|||25.891875
SHANKER PALE|200 GM|0|14|490|||||14|490|||35
SHANKER PALE|500 GM|0|||||||||||65535
SHANKERPALE SWEET|250 GM|0|4|160|||||4|160|||40
SHAPNER|1 PCS|0|51|379.31|||||51|379.31|||7.43745098039216
SHEETAL BOTTLE|1|0|1|139.84|||||1|139.84|||139.84
SHEETAL OIL|100 ML|0|5|207.15|||||5|207.15|||41.43
SHEGDANA|100 GM|0|8|108.4|||||8||-108.4||0
SHEGDANA|1KG|0|-164.69|-24703.5|||1|150|-165.69|-24853.5|||150
SHEGDANA|250 GM|0|17|7182.5|||1|38|16||-7144.5|-18801.3|0
SHEGDANA|500GM|0|7.75|1069.24|||3|225|4.75||-844.24|-375.218|0
SHEGDANA 1|250 GM|0|5||||||5||||0
SHEGDANA 11|250 GM|0|-1||||||-1||||0
SHEGDANA 11|500 GM|0|-1||||||-1||||0
SHEGDANA B|1 KG|0|8.175|858.38|||||8.175|858.38|||105.000611620795
SHEGDANA B|1 KG|0|25.5|2065.5|||||25.5|2065.5|||81
SHEGDANA B|250 GM|0|1.5||||||1.5||||0
SHEGDANA C|1 KG|0|-1|-64.2|||||-1|-64.2|||64.2
SHENDA NAMAK|1 KG|0|45.25|1810|||||45.25|1810|||40
SHENDA NAMAK|100 GM|0|14.5|79.54|||||14.5||-79.54||0
SHENDHA SALT|100GM|0|-8||||||-8||||0
SHENDUR|1 KG|0|1.473|471.36|||||1.473|471.36|||320
SHENGDANA|1KG|0|2||||||2||||0
SHENGDANA|500GM|0|-0.5||||||-0.5||||0
SHENGDANA CHIKKI 50GM|50G M|0|1|7|||||1|7|||7
SHERIN|500GM|0|1||||||1||||0
SHESFUL|1 KG|0|1.165|1165|||||1.165|1165|||1000
SHESFUL|10 GM|0|4||||||4||||0
SHESFUL|20 GM|0|15.5|347.8|||1|19.05|14.5||-328.75|-1725.72|0
SHESFUL|25 GM|0|3.3||||||3.3||||0
SHESFUL|50 GM|0|-0.4||||||-0.4||||0
SHIKAKAI AKKHI 1KG|1 KG|0|2.089|308.38|||||2.089|308.38|||147.620871230254
SHIKAKAI HAIR CLEANSER|180 ML|0|7|629.3|||||7|629.3|||89.9
SHIKAKAI POWDER|30 GM|0|10|142.9|||||10|142.9|||14.29
SHILAJEET DROPS|30 ML|0|7|657.3|||||7|657.3|||93.9
SHINGADA|250 GM|0|6.5||||||6.5||||0
SHINGADA|250GM|0|3.3||||||3.3||||0
SHINGADA|480GM|0|1||||||1||||0
SHINGADA|500 GM|0|0.5||||||0.5||||0
SHINGADA|500 GM|120|5||||1|120|4||120|100|0
SHINGADA 1 KG|1KG|0|-0.315|-57|||0.315|72|-0.63|-114|15|20.8333|180.952380952381
SHINGADA AATA KHANDESH CHANDU|1KG|0|1|26.4|||||1|26.4|||26.4
SHINGADA ATTA|200 GM|0|6||||||6||||0
SHINGADA ATTA|200 GM|0|4||||||4||||0
SHINGADA ATTA|200 GM|0|4|653.3|||||4|653.3|||163.325
SHINGADA ATTA|200 GM|0|1|42|||||1|42|||42
SHINGDA ATTA|850 GM|0|1||||||1||||0
SHINGDANA CHIKKI|POUCH|0|5|31.67|||||5|31.67|||6.334
SHIVA BRAND HING||0|1|6.66|||||1|6.66|||6.66
SHIVAY|1|0|1|170|||||1|170|||170
SHIVAY GOLD CHAIN|6 PCS|0|1|220|||||1|220|||220
SHOOT|1 PCS|0|67|457.83|||||67|457.83|||6.83328358208955
SHOTTIES|1|0|1|0.63|||||1|0.63|||0.63
SHOTTIES|180 ML|0|2|1.26|||||2|1.26|||0.63
SHOUP||0|0.1|12|||||0.1|12|||120
SHREEJI BOTTLE|1 L|0|1|32.2|||||1|32.2|||32.2
SHRI MAN SHRI MATI CHILLY|1 KG|0|1|128.57|||||1|128.57|||128.57
SHRI MAN SHRI MATI CHILLY|200 GM|0|11|286|||||11|286|||26
SHRI MAN SHRI MATI CHILLY|500 GM|0|4|266.66|||||4|266.66|||66.665
SHRI MAN SHRI MATI DHANIYA|1 KG|0|3|300|||||3|300|||100
SHRI MAN SHRI MATI RASGULLA|1 KG|0|1|130|||||1|130|||130
SHRI MAN SHRI MATI RASGULLA|200 GM|0|12.5|325|||||12.5|325|||26
SHRI MAN SHRI MATI RASGULLA|500 GM|0|1|65|||||1|65|||65
SHRINIVAS RAJGIRA PIT||0|1|20|||||1|20|||20
SHUBDEEP COMBO|1+1|0|3|186|||||3|186|||62
SHUBDEEP SHUDDHA DHOOP|20 S|0|1||||||1||||0
SHUBHAM CHANA BESAN 500GM|500 GM|0|11|319|||||11|319|||29
SHUBHDEEP GUGGAL|20|0|1||||||1||||0
SHUBHDEEP SANDAL DHOOP|20|0|1|6.67|||||1|6.67|||6.67
SHUDH GHEE SOAN PAPDI|200 GM|0|1|33.94|||||1|33.94|||33.94
SHUGUN SMART MOP|1 PCS|0|3|261.86|||||3|261.86|||87.2866666666667
SIA 18 CLIP HANGER|18|0|2|138.14|||||2|138.14|||69.07
SIDE BAG SS18||0|1|180|||||1|180|||180
SIDE BAG SS20||0|1|160|||||1|160|||160
SIDE PURSE S3 4|1|0|1|210|||||1|210|||210
SILK BUBBLY|120 GM|0|||||||||||65535
SILK BUBBLY|50 GM|0|1|59.33|||||1|59.33|||59.33
SILK CHOC|55GM|0|1|83.23|||||1|83.23|||83.23
SILK FRUIT AND NUT|129 GM|0|1|166.47|||||1|166.47|||166.47
SILK FRUIT AND NUT|51GM|0|2|166.46|||||2|166.46|||83.23
SILK FRUIT AND NUT|55GM|0|1|68.1|||||1|68.1|||68.1
SILK HAZELNUT|58GM|0|||||||||||65535
SILK OREO|124GM|0|1|181.6|||||1|181.6|||181.6
SILK OREO|58.50 GRAM|0|5|416.7|||||5|416.7|||83.34
SILK ROAST ALMOND|52 GM|0|6|500.04|||||6|500.04|||83.34
SILKINA BALL PEN|1|0|2||||||2||||0
SILVER COIM MAIDA|500 GM|0|-0.75|-11.78|||||-0.75|-11.78|||15.7066666666667
SILVER COIN RAVA|1 KG|0|1.625|51.06|||||1.625|51.06|||31.4215384615385
SILVER COIN RAVA|500 GM|0|4|64.76|||||4|64.76|||16.19
SILVER DINNER PLATE 28|28|0|19|304|||||19|304|||16
SILVER DROP SUNFLOWER|1 LIT|0|2|293.33|||||2|293.33|||146.665
SILVER LINE 1000|1 PCS|0|4||||||4||||0
SILVER LINE 1100|1 PCS|0|1|66.1|||||1|66.1|||66.1
SIMPLY GOOD|100 GM|0|7|103.82|||||7|103.82|||14.8314285714286
SIMPLY SALTED|150 GM|0|1|30.36|||||1|30.36|||30.36
SIMPLY VENUS BLADE|1|0|2|121.72|||||2|121.72|||60.86
SIMPLY VENUS BLADE|1|0|1|51.29|||||1|51.29|||51.29
SINGHADA ATTA|200 GM|0|-9|-291.42|||||-9|-291.42|||32.38
SINGHAL BRUSH|1 PCS|0|1|33.05|||||1|33.05|||33.05
SIXER SALTED|JAR|0|1|44.04|||||1|44.04|||44.04
SK MICRO LUNCH BOX|1 PCS|0|2|96.61|||||2|96.61|||48.305
SKEEK GEL PEN|1|0|5|14.73|||||5|14.73|||2.946
SKEEPING||0|1|32|||||1|32|||32
SKI PEPA PIG LUNCH BOX|1 PCS|0|5|254.24|||||5|254.24|||50.848
SKI SALSA LUNCH BOX|1 PCS|0|1|37.29|||||1|37.29|||37.29
SKIN BLADE|1|0|3|25|||||3|25|||8.33333333333333
SKOODLE CHACK|BOX|0|1|7.5|||||1|7.5|||7.5
SKOODLE COLOUR PENCIL|12 PCS|0|1|13.39|||||1|13.39|||13.39
SKY BAG|1 PCS|0|1||||||1||||0
SLATE|1 PCS|0|13||||||13||||0
SLATE MANI|1 PCS|0|||||||||||65535
SLATE PENCIL|1 PCS|0|28|84|||||28|84|||3
SMARTY MOP|1  PCS|0|2|920|||||2|920|||460
SMILY TIFIN|1|0|1||||||1||||0
SMILY WATER BOTTLE|BOTTLE|0|1|23.73|||||1|23.73|||23.73
SMITH AND JONES|30 GM|0|30|135|||||30|135|||4.5
SMOOTHMATE BALLPEN|1 PCS|0|1|3.56|||||1|3.56|||3.56
SMP 12|1 PCS|0|2|230|||||2|230|||115
SNACKIES BISCUIT|80 GM|0|22|166.54|||||22|166.54|||7.57
SNAP FIT A 4500|1 PCS|0|1|94.07|||||1|94.07|||94.07
SNOWBOARD PENCIL BOX|1  PCS|0|1|44.65|||||1|44.65|||44.65
SO TASTY|POUCH|0|35|121.8|||||35|121.8|||3.48
SOAN CAKE|200 G.M|0|-5|-282.6|||||-5|-282.6|||56.52
SOAN PAPDI|200 GM|0|1||||||1||||0
SOAN PAPDI|200 GM|0|6|399.96|||||6|399.96|||66.66
SOAN PAPDI|500 GM|0|1|106|||||1|106|||106
SOAN PAPDI|500 GM|0|-1|-83.9|||||-1|-83.9|||83.9
SOAN PAPDI|JAR|0|3|255|||||3|255|||85
SOAN PAPDI|JAR|0|8|680|||||8|680|||85
SOAN PAPDI|JAR|0|||||||||||65535
SOAN PAPDI COCONUT|250 GM|0|5|331.43|||||5|331.43|||66.286
SOAP CASE CAMEL||0|1|12.25|||||1|12.25|||12.25
SOAP TRAY|1|0|6|128.04|||||6|128.04|||21.34
SOCIETY CHAHAT LEAF|1 KG|0|17|2347.7|||||17|2347.7|||138.1
SOCIETY LEAF|500 GM|0|3|781.73|||||3|781.73|||260.576666666667
SOCIETY TEA LEAF JAR|500gm|0|2|195.69|||||2|195.69|||97.845
SODIUM BENZOATE|20 GM|0|||||||||||65535
SOFTLINE LUNCH BOX2|1|0|1|169.49|||||1||-169.49||0
SOFTOUCH BLACK|2*210 ML|0|2|155.38|||||2|155.38|||77.69
SOFTOUCH BLUE|2*210 ML|0|5|358.93|||1|80.51|4|287.14|8.72|10.831|71.785
SOFTOUCH PINK|210 ML|0|||||||||||65535
SOFTRON PEN|1 PCS|0|34|208.9|||||34|208.9|||6.14411764705882
SOFY BODYFIT|7 NOS|0|4|72.62|||||4|72.62|||18.155
SOFY BODYFIT PREVENT|18|0|11|984.97|||||11|984.97|||89.5427272727273
SOFY BODYFIT XL|6 PAD|0|22|546.37|||||22|546.37|||24.835
SOFY BODYFIT XXL|6 PADS|0|3|111.38|||2|95|1|37.13|20.75|21.8421|37.13
SOFY EXTRA LONG|18 PADS|0|6|384.63|||||6|384.63|||64.105
SOFY XL BODYFIT|6PADS|39|14|427.01|||||14|427.01|||30.5007142857143
SOGO GLASS||0|0.5|60|||||0.5|60|||120
SOGO GLASS||0|1||||||1||||0
SONA DETERGENT 1|1KG|0|1|37.29|||||1|37.29|||37.29
SONA DETERGENT BAR|200 GM|0|-1|-7.2|||||-1|-7.2|||7.2
SONA DISH WASH BAR|300 GM|0|-2|-14.41|||||-2|-14.41|||7.205
SONAL SPICE MASALA BOX|1 PCS|0|1|72.03|||||1|72.03|||72.03
SONALI MINI BASKET|1|0|6|89.85|||||6|89.85|||14.975
SONI CAKE MIX|250 GM|0|1|45|||||1|45|||45
SONI CITRIC ACID|20 GM|0|14|182|||||14|182|||13
SONI CORN FLOUR POWDER|50 GM|0|2|21.67|||||2|21.67|||10.835
SONI CUSTARD POWDER|50 GM|0|2|32|||||2|32|||16
SONI GULAB JAMUN|200 GM|0|390.49|31239.2|||||390.49|31239.2|||80
SONI GULAB JAMUN|200 GM|0|12.5|475|||||12.5|475|||38
SONI KHAMAN DHOKLA|200 GM|0|39|975|||||39|975|||25
SONPARI BHAGER|500 GM|0|13.25|607.29|||||13.25|607.29|||45.8332075471698
SOOJI|1 KG|0|4.025|109|||||4.025|109|||27.0807453416149
SOOJI|1 KG|0|3|96|||||3|96|||32
SOOJI|500 GM|0|-33||||||-33||||0
SOOJI CHARMINAR|1 KG|0|-1|-40.95|||||-1|-40.95|||40.95
SOOJI CHARMINAR|200 GM|0|10||||||10||||0
SOOJI CHARMINAR|500 GM|0|33.1|693.52|||2|51.43|31.1|651.62|9.53|18.53|20.9524115755627
SOOJI HEALTHY|500 GM|0|41|887.68|||||41|887.68|||21.6507317073171
SOYA|1 KG|0|0.775||||||0.775||||0
SOYA DROP|1 LIT|0|34|3366|||||34|3366|||99
SOYA FORTUNE +|870 GM|120|-92|-11215.26|||||-92|-11215.26|||121.905
SOYA FORTUNE CAN|15LTR|1925|1|1369.75|||||1|1369.75|||1369.75
SOYA RICH OIL|1LTR|85|-59.5|-8841.7|||||-59.5|-8841.7|||148.6
SOYA RICH OIL|5LTR|430|2|1245.25|||||2|1245.25|||622.625
SOYA STICK|200 GM|0|6|205.14|||||6|205.14|||34.19
SOYA STICK|200 GM|0|1|40|||||1|40|||40
SOYA STICK|400GM|0|||||||||||65535
SOYA STICK|42 GM|0|63|240.58|||||63|240.58|||3.81873015873016
SOYA WADI MASALA|10 GM|0|1|3.89|||||1|3.89|||3.89
SOYABEAN BADI|1KG|0|11.875|1211.25|||||11.875|1211.25|||102
SOYABEAN BADI|250|0|44.55|2914.08|||1|30|43.55||-2884.08|-9613.6|0
SOYABEAN BADI|40 GM+4 GM|0|36||||||36||||0
SOYABEAN BADI LOOSE|20 KG|0|1|1151.79|||||1|1151.79|||1151.79
SOYABIN|1 KG|0|2.46|162.56|||||2.46|162.56|||66.0813008130081
SOYABIN|250 GM|0|6||||||6||||0
SOYABIN|500 GM|0|2||||||2||||0
SOYABIN BADI|144 GM|0|1||||||1||||0
SOYABIN BADI|200 GM|0|-1.66||||||-1.66||||0
SOYABIN BADI|225GM|0|-0.501|-14.33|||||-0.501|-14.33|||28.6027944111776
SOYABIN OIL|1 KG|0|-2710.441|-372685.64|||16.5|2420|-2726.941|-374954.39|151.25|6.25|137.500000916778
SOYABIN OIL|1 KG|0|302||||||302||||0
SOYABIN OIL|250ML|0|7||||||7||||0
SOYABIN VADI BIG LOOSE|20 KG|0|-0.98|-822.5|||||-0.98|-822.5|||839.285714285714
SP BUNDI|500 GM|0|6|278.58|||||6|278.58|||46.43
SP MIXTURE|400GM|0|5|310|||||5|310|||62
SP MIXTURE|400GM|0|20|1036.72|||||20|1036.72|||51.836
SP MOONG DAL|400GM|0|8|614.29|||||8|614.29|||76.78625
SP SHEV|400GM|0|17|1020|||||17|1020|||60
SPARKLE CANDLE||0|0.468|21.06|||||0.468|21.06|||45
SPARKLE CANDLE|1|0|0.3|12|||||0.3|12|||40
SPECIAL GROUND NUT CHIKKI|100GM|0|3|48|||||3|48|||16
SPECIAL JAIN KHARI200GM|200 GM|0|2|78|||||2|78|||39
SPECIAL KHADA MASALA|250 GM|0|-26|-7061.7|||||-26|-7061.7|||271.603846153846
SPECIAL MIXTURE|500 GM|0|-10|-650|||||-10|-650|||65
SPECTRA BALLPEN|1|0|1|6.27|||||1|6.27|||6.27
SPEED BALL PEN|1|0|2|6.7|||||2|6.7|||3.35
SPICE CONTAINER 110KG|1100|0|-1|-65.25|||||-1|-65.25|||65.25
SPICE1000 CONTAINER|3|0|1|65.26|||||1|65.26|||65.26
SPIN MOP HANDLE+REFIL|1|0|1|381.36|||||1|381.36|||381.36
SPIN MOP REFILL|1|0|4|505.92|||||4|505.92|||126.48
SPING BB FAIRNESS CREAM 15GM|15 GM|0|2|106.5|||||2|106.5|||53.25
SPINNER MASK||0|2|90|||||2|90|||45
