PAGARIYA SUPER SHOPEE|||||||||||||
Kot Bazar, DHARANGAON|||||||||||||
ITEM Amount wise Stock Statement From Date 29/01/2026 To 29/01/2026|||||||||||||
Item Name|Size|MRP|Op.Stock|Op.Amt.|Stock In|In Amt.|Stock Out|Out Amt.|Cl.Stock|Cl. Amt.|Profit/Loss|G.P.%|Closing Rate
GHADI SOAP|300 GM|0|1||||||1||||0
GHADI SOAP|5*250 GM|0|-1.4|-96.71|||||-1.4|-96.71|||69.0785714285714
GHADI SOAP|5*250 GM|0|42|2035.93|||||42|2035.93|||48.4745238095238
GHEE|500 ML|0|4||||||4||||0
GIFFY STEEL SCUBER|1 PCS|0|1|5.64|||||1|5.64|||5.64
GILLETE CART|1|0|9|61.02|||||9|61.02|||6.78
GILLETE FOAM|200ML|0|1|92.22|||||1|92.22|||92.22
GILLETE FOAM|50GM|0|||||||||||65535
GILLETE GAURD|1|0|8|135.25|||||8|135.25|||16.90625
GILLETE GAURD|1S|0|-1||||||-1||||0
GILLETE GAURD|1S|0|4|44.95|||||4|44.95|||11.2375
GILLETE GAURD|1S|0|1|13.97|||||1|13.97|||13.97
GILLETE GAURD|3S|0|1|18.01|||||1|18.01|||18.01
GILLETE GAURD|6PC|0|1|33.7|||||1|33.7|||33.7
GILLETE SERIES|25GM|0|1|32.13|||||1|32.13|||32.13
GILLETTE FOAM|196 GM|0|1|132.51|||||1|132.51|||132.51
GILLETTE GUARD|1|0|20|184.18|||||20|184.18|||9.209
GILLETTE GUARD|1|0|4|32.56|||||4|32.56|||8.14
GILLETTE GUARD|3|0|13|216.88|||||13|216.88|||16.6830769230769
GILLETTE GUARD|4 PCS|0|2|66.1|||||2|66.1|||33.05
GILLETTE GUARD|6|0|9|375.21|||||9|375.21|||41.69
GILLETTE GUARD|8 PCS|0|||||||||||65535
GILLETTE GUARD 3|1|0|1|26.27|||||1|26.27|||26.27
GILLETTE GUARD 3|1|0|1||||||1||||0
GILLETTE GUARD 3|3|0|1|58.35|||||1|58.35|||58.35
GILLETTE GUARD CREME|94 GM|0|1|27.77|||||1|27.77|||27.77
GILLETTE GUARD SHAVING CREME|25 GRAM|0|||||||||||65535
GILLETTE LEMON FOAM|196 GM|0|1|165.8|||||1|165.8|||165.8
GILLETTE MACH 3 RAZOR|1 PCS|0|2|366.98|||||2|366.98|||183.49
GILLETTE MECH 3|2|0|||||||||||65535
GILLETTE MECH 3|2|0|1|162.09|||||1|162.09|||162.09
GILLETTE PRESTO|1|0|14|236.76|||||14|236.76|||16.9114285714286
GILLETTE SENSITIVE FOAM|418 GM|0|2|331.6|||||2|331.6|||165.8
GILLETTE SHAVING CREME|30GM|0|||||||||||65535
GILLETTE SHAVING CREME|30GM|0|2|68.02|||||2|68.02|||34.01
GILLETTE SHAVING CREME|70 GM|0|2|96.48|||||2|96.48|||48.24
GILLETTE SHAVING CREME|70GM|0|2|102.9|||||2|102.9|||51.45
GILOY JUICE|500 ML|0|5|334.8|||||5|334.8|||66.96
GINGER AND GARLIC PASTE|40 GM|0|3||||||3||||0
GINGER AND GARLIC PASTE|90 GM|0|6|121.74|||||6|121.74|||20.29
GINGER GARLIC|200 GM|0|8|266.67|||||8|266.67|||33.33375
GINGER GARLIC|200 GM|0|13|270.08|||||13|270.08|||20.7753846153846
GINGER GARLIC|POUCH|0|38|90.44|||||38|90.44|||2.38
GINGER GARLIC PASTE|100 GM|0|3|39.06|||||3|39.06|||13.02
GINGER GARLIC PASTE|POUCH|0|-1|-2.9|||||-1|-2.9|||2.9
GINGER GARLIC PASTE|POUCH|0|11|33.69|||||11|33.69|||3.06272727272727
GINGER GARLIC PASTE RS 5|1|0|5|11.15|||||5|11.15|||2.23
GINGER GARLIC PASTE RS 5|POUCH|0|8|23.2|||||8|23.2|||2.9
GINI OIL POT|600 ML|0|1|177|||||1|177|||177
GITS BASUNDI MIX||0|7|524.37|||||7|524.37|||74.91
GITS DOSA|500 GM|0|5|539.13|||||5|539.13|||107.826
GITS DOSAI MIX||0|5|302.7|||||5|302.7|||60.54
GITS GULAB JAMUN|1 KG|0|1|187.84|||||1|187.84|||187.84
GITS GULAB JAMUN|200GM|0|31|2568.66|||||31|2568.66|||82.86
GITS GULAB JAMUN|36 GM|0|2|17.2|||||2|17.2|||8.6
GITS GULAB JAMUN|500 GM|0|1|114.8|||||1|114.8|||114.8
GITS IDLI MIX|200GM|0|8|484.26|||||8|484.26|||60.5325
GITS IDLI MIX|500GM|0|2|209.75|||||2|209.75|||104.875
GITS KHAMAN DHOKLA||0|5|259.32|||||5|259.32|||51.864
GITS KHAMAN DHOKLA||0|||||||||||65535
GITS MEALS PAV BHAJI||0|1|62.04|||||1|62.04|||62.04
GITS MEALS VEG BIRYANI||0|1|58.39|||||1|58.39|||58.39
GITS MEDU VADA|200 GM|0|1|90.79|||||1|90.79|||90.79
GITS POHA|60 GM|0|9|124.49|||||9|124.49|||13.8322222222222
GITS PURE GHEE|1 LIT|0|16|7424.59|||||16|7424.59|||464.036875
GITS RASGULLA|1 KG|0|1|203.83|||||1|203.83|||203.83
GITS RASGULLA|500 GM|0|1|106.3|||||1|106.3|||106.3
GLASS|1 PACK|0|151|1585.5|||||151|1585.5|||10.5
GLASS AND HOUSE HOLD CLEANER|500 ML|0|1|55.25|||||1|55.25|||55.25
GLINT HANDWASH|200 ML|0|78|1950|||||78|1950|||25
GLOSSY 1300|1 PCS|0|2|110.17|||||2|110.17|||55.085
GLOW AND HANDSOME FACE|50 GM|0|1|59.65|||||1|59.65|||59.65
GLOW AND LOVELY|10 GM|0|1|7.32|||||1|7.32|||7.32
GLOW AND LOVELY|15 GM|0|15|277.43|||||15|277.43|||18.4953333333333
GLOW AND LOVELY|25 GM|0|11|604.07|||||11|604.07|||54.9154545454546
GLOW AND LOVELY|50 GM|0|7|720.77|||||7|720.77|||102.967142857143
GLOW AND LOVELY|80 GM|0|3|462.03|||||3|462.03|||154.01
GLOW AND LOVELY|POUCH|0|41|312.71|||||41|312.71|||7.62707317073171
GLOW AND LOVELY AYURVEDIC|25 GM|0|1|51.09|||||1|51.09|||51.09
GLOW AND LOVELY BB CREME|9 GM|0|3|130.95|||||3|130.95|||43.65
GLOW AND LOVELY BRIGHT GLOW FACEWASH|50 GM|0|1|56.3|||||1|56.3|||56.3
GLOW AND LOVELY FACE WASH|20 GM|0|16|211.95|||||16|211.95|||13.246875
GLOW AND LOVELY FACE WASH|50 GM|0|21|1237.95|||||21|1237.95|||58.95
GLOW AND LOVELY GLASS BRIGHT|23 GM|0|2|102.66|||||2|102.66|||51.33
GLOW AND LOVELY UBTAN FACEWASH|50 GM|0|1|56.33|||||1|56.33|||56.33
GLUCO D|75 GM+50 GM|0|1|18.4|||||1|18.4|||18.4
GLUCOSE CHAMP BISCUIT|128 GM|0|5|37.85|||||5|37.85|||7.57
GLUCOSE D|125 GM|0|1|20.23|||||1|20.23|||20.23
GLUCOVITA BOLTA|18 GM|0|1|7.26|||||1|7.26|||7.26
GLUCOVITA BOLTA|18GM|10|2|15.41|||||2|15.41|||7.705
GLYCERIN|100 GM|0|1|31.25|||||1|31.25|||31.25
GLYCERIN|100 ML|0|7|233.31|||||7|233.31|||33.33
GLYCERIN|50 ML|0|6|114.42|||||6|114.42|||19.07
GLYCERIN|50GM|0|-1||||||-1||||0
GMB AATA KHARI|400GM|0|1|76.19|||||1|76.19|||76.19
GMB ATTA TOAST|400GM|0|2|99.05|||||2|99.05|||49.525
GMB CHERRY TOAST|200 GM|0|2|53.32|||||2|53.32|||26.66
GMB JEERA TOAST|200 GM|0|7|186.62|||||7|186.62|||26.66
GMB JIRA BUTTER|400GM|0|5|228.55|||||5|228.55|||45.71
GMB KAJU TOAST|400GM|0|4|213.32|||||4|213.32|||53.33
GMB MASKA KHARI|200 GM|0|2|76.18|||||2|76.18|||38.09
GMB MASKA KHARI|400GM|0|1|68.57|||||1|68.57|||68.57
GMB MILK TOAST|400GM|0|2|91.42|||||2|91.42|||45.71
GMB SOOJI TOAST|200 GM|0|2|53.32|||||2|53.32|||26.66
GMB TILLI TOAST|200 GM|0|3|91.43|||||3|91.43|||30.4766666666667
GMB TOAST|200 GM|0|1|22.85|||||1|22.85|||22.85
GMB TOAST|400GM|0|1|41.91|||||1|41.91|||41.91
GMB TWIST KHARI|200 GM|0|1|41.9|||||1|41.9|||41.9
GMB TWIST KHARI|500 GM|0|1|83.8|||||1|83.8|||83.8
GOBBLES CAKE|30 GM|0|4|30.53|||||4|30.53|||7.6325
GOBBLES CAKE|64GM|0|2|30.51|||||2|30.51|||15.255
GODA MASALA|100 GM|0|1|39.67|||||1|39.67|||39.67
GODA MASALA|16 GM|0|1|6.67|||||1|6.67|||6.67
GODAMBI|1 KG|0|0.65|1040|||||0.65|1040|||1600
GODAMBI|1 KG|0|0.2|24|||||0.2|24|||120
GODAMBI 100 GM|100 GM|0|5||||||5||||0
GODAMBI 250GM|250 GM|0|2.5|-1071.43|||||2.5||1071.43||0
GODAMBI 50 GM|50 GM|0|4.5|0.37|||||4.5||-0.37||0
GODHAN ARK|450 ML|0|4|166.76|||||4|166.76|||41.69
GODREJ AER FRESH|300ML|140|1|106.26|||||1|106.26|||106.26
GODREJ AER MUSK|300ML|140|1|120.5|||||1|120.5|||120.5
GODREJ AER VOILET SPRAY|300ML|140|1|77.2|||||1|77.2|||77.2
GODREJ COOL M SHAVING CREAM|20GM|22|3|57.78|||||3|57.78|||19.26
GODREJ EX RICH CREAM ULTRA SOFT DEEP SHINE|20G+20ML|30|1|21.29|||||1|21.29|||21.29
GODREJ NO 1 GERM PROTECTION||0|3|92.43|||||3|92.43|||30.81
GODREJ NO 1 LAVENDER|100 GM|0|3||||||3||||0
GODREJ NO LIME|57 GM|0|32|246.59|||||32|246.59|||7.7059375
GODREJ NO SANDAL|50 GM|0|6||||||6||||0
GODREJ NO-1 JASMINE SAOP|500GM|68|-25.25|-3358.25|||||-25.25|-3358.25|||133
GODREJ NO-1 KESAR|100 GM|0|-1|49.4|||||-1||-49.4||0
GODREJ NO-1 KESAR|SOAP|0|-1||||||-1||||0
GODREJ NO-1 LIME|100 GM|0|15|2437.65|||||15||-2437.65||0
GODREJ NO-1 LIME ALOVERA|4+1*100 GM|68|-35.417|-4542.23|||||-35.417|-4542.23|||128.249992941243
GODREJ NO-1 ROSE & ALMOND|100 GM|0|1|15.44|||||1||-15.44||0
GODREJ NO-1 ROSE & ALMOND|4*100GM|68|-18.367|-1991.61|||||-18.367|-1991.61|||108.434148200577
GODREJ NO-1 SAFFORON & MILK|4*100GM|68|-23.917|-2679.78|||||-23.917|-2679.78|||112.044988920015
GODREJ NO-1 SANDAL|100 GM|0|11|583|||||11||-583||0
GODREJ NO-1 SANDAL|5*100GM|0|29|3443.75|||||29|3443.75|||118.75
GODREJ NO-1 SANDAL|500GM|68|-58.667|-2945.1|||||-58.667|-2945.1|||50.2002829529378
GODREJ NO-1 SANDAL|57 GM|0|3|23.93|||||3|23.93|||7.97666666666667
GODREJ NO. 1  LEVENDER 4|1*4|0|1|49.44|||||1|49.44|||49.44
GODREJ NO. 1 SANDLE|1|0|79|594.85|||||79|594.85|||7.52974683544304
GODREJ NO.1 ALOE VERA WHITE LILY SOAP|4|0|0.25|12.36|||||0.25|12.36|||49.44
GODREJ NO.1 COOL SOAP|1|0|12|84|||||12|84|||7
GODREJ NO.1 LIME|1|0|-47|-353.9|||||-47|-353.9|||7.52978723404255
GODREJ NO.1 LIME|1 PCS|0|-1|-7.17|||||-1|-7.17|||7.17
GODREJ NO1 COCONUT MILK|4+1FREE.125*4|68|2|104.78|||||2|104.78|||52.39
GODREJ NO1 GLYCERIN & HONEY|225GM|68|5|261.95|||||5|261.95|||52.39
GODREJ NUPUR MEHENDI|30GM|13|8|97.45|||3|27.14|5|60.9|-9.41|-34.6721|12.18
GODREJ NUPUR MEHENDI|60g|28|6|358.44|||||6|358.44|||59.74
GODREJ NUPUR RS10|1|0|3|16.17|||||3|16.17|||5.39
GODREJ NUPUR RS10|PKT|0|2|9.91|||||2|9.91|||4.955
GODREJ POWER RIFILL|1|0|1|22.16|||||1|22.16|||22.16
GODREJ SHEVING CRM|20GM|22|1|19.26|||||1|19.26|||19.26
GODREJ SHIKAKAI SOPE 75GM|75GM|16|-29|-851.66|||||-29|-851.66|||29.3675862068966
GOGREJ KESH KALA|100ML|0|7|233.64|||||7|233.64|||33.3771428571429
GOLD FACIAL KIT|1|0|1|46.02|||||1|46.02|||46.02
GOLD FLASH VAPOURS|1|0|7|538.34|||||7|538.34|||76.9057142857143
GOLD FLASH VAPOURS|2|0|2|218.64|||||2|218.64|||109.32
GOLD FLOWER|6 PCS|0|2|300|||||2|300|||150
GOLD SOAP||0|-2|-152|||||-2||152||0
GOLDEN BASKET|1|0|4|339|||||4|339|||84.75
GOLDEN BASKET FIZI|1|0|2|101.7|||||2|101.7|||50.85
GOLDEN FANTASY|1 LTR|0|2|610.16|||||2|610.16|||305.08
GOLDEN MIX 400 GM|400GM|0|-11|-667.85|||||-11|-667.85|||60.7136363636364
GOLDEX AQUATIC GEL PEN|1|0|3|11.25|||||3|11.25|||3.75
GOLDEX DOLL GEL|1|0|17|57.63|||||17|57.63|||3.39
GOLDEX EXEL|1 PCS|0|-5|-15.47|||||-5|-15.47|||3.094
GOLDEX PEN|1|0|6|19.32|||||6|19.32|||3.22
GOLIBOLI KACCHA MANGO FLAVOUR|100 GM|0|1|14.28|||||1|14.28|||14.28
GOLIBOLI LEMON FLAVOUR 100GM|100 GM|0|5|71.4|||||5|71.4|||14.28
GOLIBOLI STRABERRY FLAVOUR 100GM|100 GM|0|1|14.28|||||1|14.28|||14.28
GONYLE|1L|50|29|1638.5|||||29|1638.5|||56.5
GOOD BYE KING||0|-5|-75|||||-5|-75|||15
GOOD DAY CASHEW|250 GM|0|2|70.76|||||2|70.76|||35.38
GOOD DAY CASHEW|52.5 GM|0|120|884.35|||||120|884.35|||7.36958333333333
GOOD DAY CASHEW|53 GM|0|64|522.44|||||64|522.44|||8.163125
GOOD DAY CASHEW|565 GRAM|0|1|88.98|||||1|88.98|||88.98
GOOD DAY CHOCO CHIPS|100 GM|0|1|22.88|||||1|22.88|||22.88
GOOD DAY CHOCO CHIPS|40 GM|0|12|91.59|||||12|91.59|||7.6325
GOOD DAY HARMONY|120GM|0|10|228.79|||||10|228.79|||22.879
GOOD DAY NUT||0|3|23.13|||||3|23.13|||7.71
GOOD KNIGHT ADVANCE LIQUID JUMBO PACK|1|0|3|189.05|||||3|189.05|||63.0166666666667
GOOD KNIGHT COIL|14|0|3|97.4|||||3|97.4|||32.4666666666667
GOOD LUCK KASTURI|POUCH|0|2|14.62|||||2|14.62|||7.31
GOOD MORNING TOOTH BRUSH STAND|1|0|1|81.78|||||1|81.78|||81.78
GOOD NIGHT GOLD FLASH|BOTTLE|0|5|314.48|||||5|314.48|||62.896
GOODVIBES|250 GM|0|22||||||22||||0
GOOGLE WHEAT|1KG|0|10.75|225.75|||||10.75|225.75|||21
GOOGLY BISCUIT|200 GM|0|2|37.82|||||2|37.82|||18.91
GOOGLY BISCUIT|90 GM|0|43|329.38|||||43|329.38|||7.66
GOOGLY SESAME BISCUIT|200 GM|0|1|18.91|||||1|18.91|||18.91
GOPAL CUP SET||0|2|130|||||2|130|||65
GOPAL MUG||0|37|2543.75|||||37|2543.75|||68.75
GOPI ROUGH BOOK|244|0|5|147.32|||||5|147.32|||29.464
GOR KERI PICKLE|325 GM|0|4|221.43|||||4|221.43|||55.3575
GOWARDHAN GHEE|200 ML|0|1|113.39|||||1|113.39|||113.39
GOWARDHAN PANEER|200 GM|0|2|121.22|||||2|121.22|||60.61
GOWIN||0|-6.5|-55.25|||||-6.5|-55.25|||8.5
GPDREJ NO.1 SANDAL|1 PCS|0|3|21|||||3|21|||7
GRAINGUARD|ONE|0|58|203|||||58|203|||3.5
GRAPH BOOK|32|0|29|330.15|||||29|330.15|||11.3844827586207
GRAPH BOOK|32|0|12|107.15|||||12|107.15|||8.92916666666667
GRAPH BOOK|64|0|36|582.19|||||36|582.19|||16.1719444444444
GRAPH BOOK|64|0|1|20.31|||||1|20.31|||20.31
GRAPH BOOK SMALL|1 PCS|0|16|71.43|||||16|71.43|||4.464375
GREEN CHILLI PICKLES|325 GM|0|1|60.67|||||1|60.67|||60.67
GREEN CHILLI SAUCE|190GM|0|1|41.2|||||1|41.2|||41.2
GREEN CHILLY|680 GM|0|||||||||||65535
GREEN CHILLY SAUCE|660 GM|0|2|58|||||2|58|||29
GREEN CHILLY SAUCE|690 GM|0|1|25.89|||||1|25.89|||25.89
GREEN CHILLY SAUCE|85GM|0|12|117.85|||||12|117.85|||9.82083333333333
GREEN CHILLY SAUCE|90 GM|0|9|102.78|||||9|102.78|||11.42
GREEN LIPTON HONEY LEMON|25 POUCH|0|3|446.14|||||3|446.14|||148.713333333333
GREEN MOTI|1 LIT|0|9|162|||||9|162|||18
GREEN MOTI|200 ML|0|2|40|||||2|40|||20
GREEN MOTI|5 LIT|0|1|75|||||1|75|||75
GREEN PEAS|1 KG|0|-39.234|-3334.89|||||-39.234|-3334.89|||85
GREEN PEAS|1 KG|0|-2.85|-228|||||-2.85|-228|||80
GREEN PHINAYLE|200 ML|0|2|40|||||2|40|||20
GREEN PHINAYLE|500 ML|0|2|90|||1|76.19|1|45|31.19|40.9371|45
GREEN POWDER|100 GM|0|4|264.41|||||4|264.41|||66.1025
GREEN SCRUB PADS|5 PCS|0|5|75|||1|30|4|60|15|50|15
GREEN SHAKTI COIL||0|3|83.21|||||3|83.21|||27.7366666666667
GRIN CHILI SAUCE|90ML|0|25|262.5|||||25|262.5|||10.5
GRIPPER BALL PEN|PEN|0|198|1090.68|||||198|1090.68|||5.50848484848485
GRN COLOR BURGUNDY 3.16|1PC|65|2||||||2||||0
GRN COLOR BURGUNDY 3.16|40gm|170|1|120.74|||||1|120.74|||120.74
GRN MEN OIL CLEAR FACE WASH|15GM|35|4|100.43|||||4|100.43|||25.1075
GRN OIL C FACE WASH|50GM|90|2|168.54|||||2|168.54|||84.27
GROUND NUT CHIKKI|100 GM|0|39|557.7|||||39|557.7|||14.3
GROUND NUT CHIKKI 100GM|100 GM|0|-1|-14|||||-1|-14|||14
GROUND NUT CHIKKI 100GM|100 GM|0|-1|-14.3|||||-1|-14.3|||14.3
GROUND NUT CHUTNEY|100 GM|0|1|32.14|||||1|32.14|||32.14
GROUND NUT LADOO|100 GM|0|3|42.6|||||3|42.6|||14.2
GROUND NUT OIL GS|1 LIT|0|-0.55|-56.05|||||-0.55|-56.05|||101.909090909091
GROUND NUT OIL GS|15 KG|0|1|1695.24|||||1|1695.24|||1695.24
GRREN OCCASION BOWL|1|0|5|675|||||5|675|||135
GRUHINI GULAB JAMUN|200 GM|0|2|148.57|||||2|148.57|||74.285
GRUHINI RAJGIRA LADU90GM|90 GM|0|8|120|||||8|120|||15
GS GOLD GROUNDNUT OIL|1 KG|0|-1|-97.14|||||-1|-97.14|||97.14
GS GOLD GROUNDNUT OIL|1 LIT|0|-40|-6080|||||-40|-6080|||152
GS GOLD GROUNDNUT OIL|5LIT|0|4|3040|||||4|3040|||760
GS GROUNDNUT OIL 15KG|15KG|0|-5|-12600|||||-5|-12600|||2520
GUARD CARTAGE|4 PCS|0|12|396.58|||||12|396.58|||33.0483333333333
GUARD CARTAGE|8 PCS|0|14|872.05|||||14|872.05|||62.2892857142857
GUAVA MASALA ICE CANDY|55ML|0|4|41.7|||||4|41.7|||10.425
GUAVA MASALA REAL FRUIT CANDY|1|0|1|10.16|||||1|10.16|||10.16
GUD|1 PACK|0|-237.872|-10347.43|||||-237.872|-10347.43|||43.4999915921168
GUD BHELI|1 KG|0|-11.978|-443.19|||||-11.978|-443.19|||37.0003339455669
GUD BHELI|1 KG|0|2.5|112.5|||||2.5|112.5|||45
GUD CHIKKI|1|0|3|157.41|||||3|157.41|||52.47
GUD JAGGERY|950 GM|0|188.53|9426.5|||||188.53|9426.5|||50
GUD MODAK|1 KG|0|||||||||||65535
GUGAL DHOOP|20 STICK|0|-1|-15|||||-1|-15|||15
GUGAL DHOOP|20 STICK|0|2|23.8|||||2|23.8|||11.9
GUGUL DHOOP|10 STICK|0|6|35.72|||||6|35.72|||5.95333333333333
GUJRAT GOLD GROUNDNUT OIL|1 LIT|0|37|3531.21|||||37|3531.21|||95.4381081081081
GULAB CHINNOR|1 KG|0|14|462.92|||||14|462.92|||33.0657142857143
GULAB DHOOP|10 STICK|0|11|65.48|||||11|65.48|||5.95272727272727
GULAB DHOOP|20 STICK|0|2|23.8|||||2|23.8|||11.9
GULAB DHOOP|20 STICK|0|3|39.29|||||3|39.29|||13.0966666666667
GULAB E JANAT ICECREME|700 ML|0|2|16.6|||||2|16.6|||8.3
GULAB JAMUN||0|99.848|9884.95|||||99.848|9884.95|||98.9999799695537
GULAB JAMUN|1 KG|0|||||||||||65535
GULAB JAMUN|200 GM|0|5|245.8|||||5|245.8|||49.16
GULAB JAMUN|200 GM|0|-2.5|-95|||||-2.5|-95|||38
GULAB JAMUN MIX|300GM|0|2||||||2||||0
GULAB PATTI|1 KG|0|0.05|41.91|||||0.05|41.91|||838.2
GULAB PREMIUM DHOOP|100 GM|0|1|40|||||1|40|||40
GULABARI|250ML|0|1|51.69|||||1|51.69|||51.69
GULBARG ROSE WATER 120ML|120ML|0|1|12.95|||||1|12.95|||12.95
GULBARG ROSE WATER 50GM||0|2|17.5|||||2|17.5|||8.75
GULBARG ROSE WATER 60ML|60 ML|0|2|17.5|||||2|17.5|||8.75
GULKAND ICE CREME|100 GM|0|1|26|||||1|26|||26
GUN KA TIRA|1 KG|0|0.5|275|||||0.5|275|||550
HAIR & CARE OIL||0|23|945.28|||||23|945.28|||41.0991304347826
HAIR & CARE OIL|100 ML|0|1|47.77|||||1|47.77|||47.77
HAIR AND SHOLDER 5ML|5ML|0|72|93.42|||||72|93.42|||1.2975
HALDHI KHAND|1KG|0|-1.45|-179.52|||||-1.45|-179.52|||123.806896551724
HALDHI KHAND|500GM|0|10.6|954|||||10.6|954|||90
HALDI CHANDAN KANTI SOAP|3*150 GM|0|1|91.81|||||1|91.81|||91.81
HALDI CHANDAN KANTI SOAP|4*150GM|0|28|3511.06|||||28|3511.06|||125.395
HALDI KHAND|250 GM|0|2.95|786.66|||||2.95|786.66|||266.664406779661
HALDI KHAND  1KG|1KG|0|-2.25|-278.6|||||-2.25|-278.6|||123.822222222222
HALDI KHAND 2|1 KG|0|21.303|4463.49|||||21.303|4463.49|||209.524010702718
HALDI KHAND 2|480GM|0|1||||||1||||0
HALDI KHAND 2|500 GM|0|0.25||||||0.25||||0
HALDI POWDER|100 GM|0|7||||||7||||0
HALDI POWDER|200 GM|0|1|43.2|||||1|43.2|||43.2
HALDI POWDER|250|0|0.5||||||0.5||||0
HALDI POWDER|250 GM|0|11||||||11||||0
HALDI POWDER|50 GM|0|5||||||5||||0
HALDI POWDER|500 GM|0|5.9||||||5.9||||0
HALDI POWDER 500GM|500 GM|0|-0.02||||||-0.02||||0
HALDIRAM BHUJIA SEV|200 GM|0|8|371.12|||||8|371.12|||46.39
HALDIRAM BOONDI|200 GM|0|1|39.8|||||1|39.8|||39.8
HALDIRAM KHATA MITHA|400GM|0|||||||||||65535
HALDIRAM MIXTURE|200 GM|0|3|110|||||3|110|||36.6666666666667
HALDIRAM SALTED PEANUT|POUCH|0|9|68.3|||||9|68.3|||7.58888888888889
HALF HALF|100 GM|0|30|227.1|||||30|227.1|||7.57
HALKA FULKA|15 GM|0|2|7.77|||||2|7.77|||3.885
HALKA FULKA SALTED|100 GM|0|4|97.71|||||4|97.71|||24.4275
HALKA FULKA SALTED|45GM|0|89|1356.21|||||89|1356.21|||15.2383146067416
HALKA FULKA TOMATO|40G|0|12|91.61|||||12|91.61|||7.63416666666667
HALWA|100 GM|0|10.86|27.02|||||10.86||-27.02||0
HALWA|200 GM|0|1|15|||||1||-15||0
HAMALI|1|0|254|126895.86|||||254|126895.86|||499.59
HAMALI|1|0|1|125.01|||||1|125.01|||125.01
HAMAM SOAP|100 GM|0|1|32.63|||||1|32.63|||32.63
HAMAM SOAP|150 GM|0|5|260.24|||||5|260.24|||52.048
HAMAM SOAP|4*100GM|0|0.25|21.22|||||0.25|21.22|||84.88
HAND|100 ML|0|1||||||1||||0
HAND BAG|1|0|1||||||1||||0
HAND BASKET|1|0|24|9960|||||24|9960|||415
HANDBAG 1||0|10|9000|||||10|9000|||900
HANDBAG 2||0|10|3500|||||10|3500|||350
HANDBAG 5||0|1|70|||||1|70|||70
HAPPY DRUMER|1|0|1|132|||||1|132|||132
HAPPY ELEPHANT|1|0|1|228|||||1|228|||228
HAPPY HAPPY  COOKIES 65GM||0|87|1314.49|||||87|1314.49|||15.1090804597701
HAPPY HAPPY CHOCO BISCUIT|60 GM|0|-1|-7.46|||||-1|-7.46|||7.46
HAPPY HAPPY TUTTI FRUTTI CAKE|25 GM|0|5|36.7|||||5|36.7|||7.34
HAPPY HAPY CREME|50 GM|0|6|44.76|||||6|44.76|||7.46
HAPPY X PENCIL BOX|1 PCS|0|2|83.05|||||2|83.05|||41.525
HARI ELAICHI|1 KG|0|-0.05|-117.5|||||-0.05|-117.5|||2350
HARI ELAICHI|10 GM|0|13.6|865.45|||||13.6||-865.45||0
HARI ELAICHI|25GM|0|5.5|4400|||1|120|4.5||-4280|-3566.67|0
HARI ELAICHI|5 GM|0|14|458.18|||1|23.81|13||-434.37|-1824.32|0
HARI ELAICHI|50GM|0|6.34||||||6.34||||0
HARI ELAICHI|LOOSE-1KG|0|0.163|652|||||0.163|652|||4000
HARI ELAICHI 15GM|15GM|0|1||||||1||||0
HARI ELAICHI D.J RED|25GM|0|5|160.72|||||5|160.72|||32.144
HARI ELAICHI KHANDESHI RS 10|1|0|-59|-445.03|||||-59|-445.03|||7.5428813559322
HARI MOONG DAL|1 KG|0|-10.916|-1146.18|||||-10.916|-1146.18|||105
HARI MOONG DAL|250 GM|0|5.75|1416.49|||||5.75||-1416.49||0
HARI MOONG DAL|500 GM|0|1|214.04|||||1||-214.04||0
HARPIC 500ML|500ML|0|16|1192.43|||||16|1192.43|||74.526875
HARPIC B.CLER LEMAN|500ML|72|27|2297.48|||1|92.58|26|2212.38|7.48|8.0795|85.0915384615385
HARPIC BATH|200ML|39|10|451.37|||1|49.11|9|406.23|3.97|8.0839|45.1366666666667
HARPIC BATH|500 ML|0|-2|-124.26|||||-2|-124.26|||62.13
HARPIC BATHROOM|200 ML|0|-5|-154.1|||||-5|-154.1|||30.82
HARPIC BATHROOM|500 ML|0|1|70.11|||||1|70.11|||70.11
HARPIC BATHROOM|500 ML|0|8|610.17|||||8|610.17|||76.27125
HARPIC BATHROOM ULTRA|200 ML|0|13|631.02|||||13|631.02|||48.54
HARPIC DRAIN XPERT|50 GM|0|||||||||||65535
HARPIC POWER|200ml|30|13|437.96|||||13|437.96|||33.6892307692308
HARPIC POWER|500ml|74|22|1735.85|||||22|1735.85|||78.9022727272727
HARPIC POWER PLUS|500 ML|0|1|61.64|||||1|61.64|||61.64
HASURE BOOK|1  PCS|0|31|868|||||31|868|||28
HAUSER GEL PEN|1|0|-11|-35.36|||||-11|-35.36|||3.21454545454545
HAUSER GERMANY PEN|1 PCS|0|1|91.57|||||1|91.57|||91.57
HAUSER SCHOOL KIT|1|0|5|546.88|||||5|546.88|||109.376
HAVAN SAMUGI|100 GM|0|2|24|||||2|24|||12
HAVAN SAMUGI|50 GM|0|2|16|||||2|16|||8
HAVAN SAMUGI|BOX|0|2|13.44|||||2|13.44|||6.72
HAVMORE|1|0|15|234.28|||||15|234.28|||15.6186666666667
HAWAN SAMAGRI|250 GM|0|1|42.86|||||1|42.86|||42.86
